,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,ApplicantIncome_log,CoapplicantIncome_log,TotalIncome,TotalIncome_log
16,LP001034,1,0,1,1,0,3596,0.0,100.0,240.0,1.0,2,1,4.605170185988092,8.18757739559151,0.0,3596.0,8.18757739559151
17,LP001036,0,0,0,0,0,3510,0.0,76.0,360.0,0.0,2,0,4.330733340286331,8.163371316459912,0.0,3510.0,8.163371316459912
18,LP001038,1,1,0,1,0,4887,0.0,133.0,360.0,1.0,0,0,4.890349128221754,8.494333897270154,0.0,4887.0,8.494333897270154
19,LP001041,1,1,0,0,0,2600,3500.0,115.0,360.0,1.0,2,1,4.74493212836325,7.8632667240095735,8.160803920954665,6100.0,8.716044050161402
20,LP001043,1,1,0,1,0,7660,0.0,104.0,360.0,0.0,2,0,4.6443908991413725,8.943767262734637,0.0,7660.0,8.943767262734637
21,LP001046,1,1,1,0,0,5955,5625.0,315.0,360.0,1.0,2,1,5.752572638825633,8.691986481789401,8.635153989049803,11580.0,9.357034751126987
22,LP001047,1,1,0,1,0,2600,1911.0,116.0,360.0,0.0,1,0,4.7535901911063645,7.8632667240095735,7.555905093611346,4511.0,8.414274137408396
23,LP001050,1,1,2,1,0,3365,1917.0,112.0,360.0,0.0,0,0,4.718498871295094,8.121183242078828,7.559038255443384,5282.0,8.572060092857077
24,LP001052,1,1,1,0,0,3717,2925.0,151.0,360.0,1.0,1,0,5.017279836814924,8.220672170297252,7.98139158158007,6642.0,8.801168401936692
25,LP001066,1,1,0,0,1,9560,0.0,191.0,360.0,1.0,1,1,5.25227342804663,9.165343006045447,0.0,9560.0,9.165343006045447
26,LP001068,1,1,0,0,0,2799,2253.0,122.0,360.0,1.0,1,1,4.804021044733257,7.937017489515454,7.720461694599722,5052.0,8.527539483470381
27,LP001073,1,1,2,1,0,4226,1040.0,110.0,360.0,1.0,2,1,4.700480365792417,8.349011198176003,6.947937068614969,5266.0,8.569026340056254
28,LP001086,1,0,0,1,0,1442,0.0,35.0,360.0,1.0,2,0,3.5553480614894135,7.273786317844895,0.0,1442.0,7.273786317844895
29,LP001087,0,0,2,0,0,3750,2083.0,120.0,360.0,1.0,1,1,4.787491742782046,8.229511118964457,7.642044402873258,5833.0,8.671286726753637
30,LP001091,1,1,1,0,0,4166,3369.0,201.0,360.0,1.0,2,0,5.303304908059076,8.334711621820917,8.122668023346407,7535.0,8.927314111060596
31,LP001095,1,0,0,0,0,3167,0.0,74.0,360.0,1.0,2,0,4.30406509320417,8.06054004653864,0.0,3167.0,8.06054004653864
32,LP001097,1,0,1,0,1,4692,0.0,106.0,360.0,1.0,0,0,4.663439094112067,8.453614209773367,0.0,4692.0,8.453614209773367
33,LP001098,1,1,0,0,0,3500,1667.0,114.0,360.0,1.0,1,1,4.736198448394496,8.160518247477505,7.419380582918692,5167.0,8.550047528287184
34,LP001100,1,0,3,0,0,12500,3000.0,320.0,360.0,1.0,0,0,5.768320995793772,9.433483923290392,8.006700845440367,15500.0,9.648595302907339
35,LP001106,1,1,0,0,0,2275,2067.0,128.0,360.0,1.0,2,1,4.852030263919617,7.729735331385051,7.63433723562832,4342.0,8.376090350438238
36,LP001109,1,1,0,0,0,1828,1330.0,100.0,360.0,0.0,2,0,4.605170185988092,7.510977752014095,7.193685818395112,3158.0,8.057694194815587
37,LP001112,0,1,0,0,0,3667,1459.0,144.0,360.0,1.0,1,1,4.969813299576001,8.207129168071326,7.286191714702382,5126.0,8.542080906924017
38,LP001114,1,0,0,0,0,4166,7210.0,184.0,360.0,1.0,2,1,5.214935757608986,8.334711621820917,8.88336291691676,11376.0,9.339261152043022
39,LP001116,1,0,0,1,0,3748,1668.0,110.0,360.0,1.0,1,1,4.700480365792417,8.228977643358313,7.419979923661835,5416.0,8.59711281459211
40,LP001119,1,0,0,0,0,3600,0.0,80.0,360.0,1.0,2,0,4.382026634673881,8.1886891244442,0.0,3600.0,8.1886891244442
41,LP001120,1,0,0,0,0,1800,1213.0,47.0,360.0,1.0,2,1,3.8501476017100584,7.495541943884256,7.101675971619444,3013.0,8.0106915391303
42,LP001123,1,1,0,0,0,2400,0.0,75.0,360.0,1.0,2,1,4.31748811353631,7.783224016336037,0.0,2400.0,7.783224016336037
43,LP001131,1,1,0,0,0,3941,2336.0,134.0,360.0,1.0,1,1,4.897839799950911,8.279189777195004,7.756623334538858,6277.0,8.744647438317532
44,LP001136,1,1,0,1,1,4695,0.0,96.0,360.0,1.0,2,1,4.564348191467836,8.454253391642363,0.0,4695.0,8.454253391642363
45,LP001137,0,0,0,0,0,3410,0.0,88.0,360.0,1.0,2,1,4.477336814478207,8.134467570277563,0.0,3410.0,8.134467570277563
46,LP001138,1,1,1,0,0,5649,0.0,44.0,360.0,1.0,2,1,3.784189633918261,8.639233817325263,0.0,5649.0,8.639233817325263
47,LP001144,1,1,0,0,0,5821,0.0,144.0,360.0,1.0,2,1,4.969813299576001,8.669227347271736,0.0,5821.0,8.669227347271736
48,LP001146,0,1,0,0,0,2645,3440.0,120.0,360.0,0.0,2,0,4.787491742782046,7.8804263442924,8.14351740579748,6085.0,8.713582005421628
49,LP001151,0,0,0,0,0,4000,2275.0,144.0,360.0,1.0,1,1,4.969813299576001,8.294049640102028,7.730174795246222,6275.0,8.744328763999984
50,LP001155,0,1,0,1,0,1928,1644.0,100.0,360.0,1.0,1,1,4.605170185988092,7.564238475170491,7.405495663199472,3572.0,8.18088094199639
51,LP001157,0,0,0,0,0,3086,0.0,120.0,360.0,1.0,1,1,4.787491742782046,8.034631032923107,0.0,3086.0,8.034631032923107
52,LP001164,0,0,0,0,0,4230,0.0,112.0,360.0,1.0,1,0,4.718498871295094,8.349957272040324,0.0,4230.0,8.349957272040324
53,LP001179,1,1,2,0,0,4616,0.0,134.0,360.0,1.0,2,0,4.897839799950911,8.437283808187935,0.0,4616.0,8.437283808187935
54,LP001186,0,1,1,0,1,11500,0.0,286.0,360.0,0.0,2,0,5.655991810819852,9.350102314351341,0.0,11500.0,9.350102314351341
55,LP001194,1,1,2,0,0,2708,1167.0,97.0,360.0,1.0,1,1,4.574710978503383,7.903965634032166,7.0630481633881725,3875.0,8.262300941787448
56,LP001195,1,1,0,0,0,2132,1591.0,96.0,360.0,1.0,1,1,4.564348191467836,7.664815785285735,7.3727463664043285,3723.0,8.222285073872717
57,LP001197,1,1,0,0,0,3366,2200.0,135.0,360.0,1.0,0,0,4.90527477843843,8.121480374750751,7.696667081526462,5566.0,8.624431942085836
58,LP001198,1,1,1,0,0,8080,2250.0,180.0,360.0,1.0,2,1,5.19295685089021,8.997147151515142,7.719129840906732,10330.0,9.242807562113684
59,LP001199,1,1,2,1,0,3357,2859.0,144.0,360.0,1.0,2,1,4.969813299576001,8.118802996980035,7.958576903813898,6216.0,8.734881892047483
60,LP001205,1,1,0,0,0,2500,3796.0,120.0,360.0,1.0,2,1,4.787491742782046,7.824046010856292,8.241966560231802,6296.0,8.74766979009724
61,LP001206,1,1,3,0,0,3029,0.0,99.0,360.0,1.0,2,1,4.59511985013459,8.015987811027237,0.0,3029.0,8.015987811027237
62,LP001207,1,1,0,1,1,2609,3449.0,165.0,180.0,0.0,0,0,5.10594547390058,7.866722285136729,8.146129510025405,6058.0,8.709134991587183
63,LP001213,1,1,1,0,0,4945,0.0,128.0,360.0,0.0,0,0,4.852030263919617,8.506132244056813,0.0,4945.0,8.506132244056813
64,LP001222,0,0,0,0,0,4166,0.0,116.0,360.0,0.0,1,0,4.7535901911063645,8.334711621820917,0.0,4166.0,8.334711621820917
65,LP001225,1,1,0,0,0,5726,4595.0,258.0,360.0,1.0,1,0,5.552959584921617,8.65277248565806,8.432941638968646,10321.0,9.241935933565934
66,LP001228,1,0,0,1,0,3200,2254.0,126.0,180.0,0.0,2,0,4.836281906951478,8.070906088787819,7.720905251936779,5454.0,8.604104563405533
67,LP001233,1,1,1,0,0,10750,0.0,312.0,360.0,1.0,2,1,5.7430031878094825,9.28266103355581,0.0,10750.0,9.28266103355581
68,LP001238,1,1,3,1,1,7100,0.0,125.0,60.0,1.0,2,1,4.8283137373023015,8.867850063029406,0.0,7100.0,8.867850063029406
69,LP001241,0,0,0,0,0,4300,0.0,136.0,360.0,0.0,1,0,4.912654885736052,8.366370301681654,0.0,4300.0,8.366370301681654
70,LP001243,1,1,0,0,0,3208,3066.0,172.0,360.0,1.0,2,1,5.147494476813453,8.073402968986406,8.028455164114252,6274.0,8.744169388750624
71,LP001245,1,1,2,1,1,1875,1875.0,97.0,360.0,1.0,1,1,4.574710978503383,7.536363938404511,7.53689712956617,3750.0,8.229511118964457
72,LP001248,1,0,0,0,0,3500,0.0,81.0,300.0,1.0,1,1,4.394449154672439,8.160518247477505,0.0,3500.0,8.160518247477505
73,LP001250,1,1,3,1,0,4755,0.0,95.0,360.0,0.0,1,0,4.553876891600541,8.46695197497949,0.0,4755.0,8.46695197497949
74,LP001253,1,1,3,0,1,5266,1774.0,187.0,360.0,1.0,1,1,5.231108616854587,8.569026340056254,7.4815557019095165,7040.0,8.859363449152088
75,LP001255,1,0,0,0,0,3750,0.0,113.0,480.0,1.0,2,0,4.727387818712341,8.229511118964457,0.0,3750.0,8.229511118964457
76,LP001256,1,0,0,0,0,3750,4750.0,176.0,360.0,1.0,2,0,5.170483995038151,8.229511118964457,8.46611040118692,8500.0,9.047821442478408
77,LP001259,1,1,1,0,1,1000,3022.0,110.0,360.0,1.0,2,0,4.700480365792417,6.907755278982137,8.014004994779459,4022.0,8.299534570332597
78,LP001263,1,1,3,0,0,3167,4000.0,180.0,300.0,0.0,1,0,5.19295685089021,8.06054004653864,8.294299608857235,7167.0,8.877242435993919
79,LP001264,1,1,3,1,1,3333,2166.0,130.0,360.0,1.0,1,1,4.867534450455582,8.11162807830774,7.681099001536359,5499.0,8.612321536507814
80,LP001265,0,0,0,0,0,3846,0.0,111.0,360.0,1.0,1,1,4.709530201312334,8.254788926148725,0.0,3846.0,8.254788926148725
81,LP001266,1,1,1,0,1,2395,0.0,128.0,360.0,1.0,1,1,4.852030263919617,7.781138509845015,0.0,2395.0,7.781138509845015
82,LP001267,0,1,2,0,0,1378,1881.0,167.0,360.0,1.0,2,0,5.117993812416755,7.228388451573604,7.540090320145325,3259.0,8.089175678837561
83,LP001273,1,1,0,0,0,6000,2250.0,265.0,360.0,1.0,1,0,5.579729825986222,8.699514748210191,7.719129840906732,8250.0,9.017968479328726
84,LP001275,1,1,1,0,0,3988,0.0,50.0,240.0,1.0,2,1,3.912023005428146,8.291045131081729,0.0,3988.0,8.291045131081729
85,LP001279,1,0,0,0,0,2366,2531.0,136.0,360.0,1.0,1,1,4.912654885736052,7.768956044538332,7.836764783264067,4897.0,8.496378051702317
86,LP001280,1,1,2,1,0,3333,2000.0,99.0,360.0,1.0,1,1,4.59511985013459,8.11162807830774,7.601402334583733,5333.0,8.581669210600602
87,LP001282,1,1,0,0,0,2500,2118.0,104.0,360.0,1.0,1,1,4.6443908991413725,7.824046010856292,7.6586995582682995,4618.0,8.43771698991444
88,LP001289,1,0,0,0,0,8566,0.0,210.0,360.0,1.0,2,1,5.3471075307174685,9.055556158175316,0.0,8566.0,9.055556158175316
89,LP001310,1,1,0,0,0,5695,4167.0,175.0,360.0,1.0,1,1,5.1647859739235145,8.647343875881283,8.335191583433202,9862.0,9.196444266784072
90,LP001316,1,1,0,0,0,2958,2900.0,131.0,360.0,1.0,1,1,4.875197323201151,7.992268643270745,7.972810784121404,5858.0,8.675563527387679
91,LP001318,1,1,2,0,0,6250,5654.0,188.0,180.0,1.0,1,1,5.236441962829949,8.740336742730447,8.640295388550221,11904.0,9.384629757072872
92,LP001319,1,1,2,1,0,3273,1820.0,81.0,360.0,1.0,2,1,4.394449154672439,8.09346227450118,7.507141079727608,5093.0,8.535622326884605
93,LP001322,1,0,0,0,0,4133,0.0,122.0,360.0,1.0,1,1,4.804021044733257,8.326758814511733,0.0,4133.0,8.326758814511733
94,LP001325,1,0,0,1,0,3620,0.0,25.0,120.0,1.0,1,1,3.2188758248682006,8.194229304819817,0.0,3620.0,8.194229304819817
95,LP001326,1,0,0,0,0,6782,0.0,128.0,360.0,1.0,2,0,4.852030263919617,8.822027322685583,0.0,6782.0,8.822027322685583
96,LP001327,0,1,0,0,0,2484,2302.0,137.0,360.0,1.0,1,1,4.919980925828125,7.81762544305337,7.741967899820685,4786.0,8.47345026846832
97,LP001333,1,1,0,0,0,1977,997.0,50.0,360.0,1.0,1,1,3.912023005428146,7.589335823170617,6.905753276311464,2974.0,7.9976631270201
98,LP001334,1,1,0,1,0,4188,0.0,115.0,180.0,1.0,1,1,4.74493212836325,8.339978571990427,0.0,4188.0,8.339978571990427
99,LP001343,1,1,0,0,0,1759,3541.0,131.0,360.0,1.0,1,1,4.875197323201151,7.472500744737558,8.17244681834278,5300.0,8.575462099540212
100,LP001345,1,1,2,1,0,4288,3263.0,133.0,180.0,1.0,2,1,4.890349128221754,8.363575702750637,8.090708716083997,7551.0,8.929435283803425
101,LP001349,1,0,0,0,0,4843,3806.0,151.0,360.0,1.0,1,1,5.017279836814924,8.48528964240323,8.244596756382498,8649.0,9.065198986306513
102,LP001350,1,1,0,0,0,13650,0.0,128.0,360.0,1.0,2,1,4.852030263919617,9.521494800613105,0.0,13650.0,9.521494800613105
103,LP001356,1,1,0,0,0,4652,3583.0,128.0,360.0,1.0,1,1,4.852030263919617,8.445052513638554,8.18423477409482,8235.0,9.016148642611741
104,LP001357,1,1,0,0,0,3816,754.0,160.0,360.0,1.0,2,1,5.075173815233827,8.246958032568177,6.626717749249025,4570.0,8.42726848388825
105,LP001367,1,1,1,0,0,3052,1030.0,100.0,360.0,1.0,2,1,4.605170185988092,8.023552392404348,6.93828448401696,4082.0,8.31434234336979
106,LP001369,1,1,2,0,0,11417,1126.0,225.0,360.0,1.0,2,1,5.41610040220442,9.342858751676328,7.027314514039777,12543.0,9.436918020024674
107,LP001370,1,0,0,1,0,7333,0.0,120.0,360.0,1.0,0,0,4.787491742782046,8.9001399880938,0.0,7333.0,8.9001399880938
108,LP001379,1,1,2,0,0,3800,3600.0,216.0,360.0,0.0,2,0,5.375278407684165,8.242756345714477,8.188966863648876,7400.0,8.909235279192261
109,LP001384,1,1,3,1,0,2071,754.0,94.0,480.0,1.0,1,1,4.543294782270004,7.635786861395585,6.626717749249025,2825.0,7.946263643580541
110,LP001385,1,0,0,0,0,5316,0.0,136.0,360.0,1.0,2,1,4.912654885736052,8.578476419833136,0.0,5316.0,8.578476419833136
111,LP001387,0,1,0,0,0,2929,2333.0,139.0,360.0,1.0,1,1,4.9344739331306915,7.982416346827733,7.755338812846501,5262.0,8.568266461600238
112,LP001391,1,1,0,1,0,3572,4114.0,152.0,360.0,0.0,0,0,5.0238805208462765,8.18088094199639,8.32239411311117,7686.0,8.94715577112479
113,LP001392,0,0,1,0,1,7451,0.0,128.0,360.0,1.0,1,1,4.852030263919617,8.916103530553727,0.0,7451.0,8.916103530553727
114,LP001398,1,0,0,0,0,5050,0.0,118.0,360.0,1.0,1,1,4.770684624465665,8.527143522269405,0.0,5050.0,8.527143522269405
115,LP001401,1,1,1,0,0,14583,0.0,185.0,180.0,1.0,0,1,5.220355825078324,9.587611745713565,0.0,14583.0,9.587611745713565
116,LP001404,0,1,0,0,0,3167,2283.0,154.0,360.0,1.0,1,1,5.0369526024136295,8.06054004653864,7.7336835707759,5450.0,8.60337088765729
117,LP001405,1,1,1,0,0,2214,1398.0,85.0,360.0,1.0,2,1,4.442651256490317,7.7025561132685825,7.243512974665482,3612.0,8.192016914536875
118,LP001421,1,1,0,0,0,5568,2142.0,175.0,360.0,1.0,0,0,5.1647859739235145,8.624791202014256,7.669961995473577,7710.0,8.950273466557375
119,LP001422,0,0,0,0,0,10408,0.0,259.0,360.0,1.0,2,1,5.556828061699537,9.250330020192342,0.0,10408.0,9.250330020192342
120,LP001426,1,1,0,0,0,5667,2667.0,180.0,360.0,1.0,0,1,5.19295685089021,8.64241515616962,7.889084407035514,8334.0,9.0280988119824
121,LP001430,0,0,0,0,0,4166,0.0,44.0,360.0,1.0,1,1,3.784189633918261,8.334711621820917,0.0,4166.0,8.334711621820917
122,LP001431,0,0,0,0,0,2137,8980.0,137.0,360.0,0.0,1,1,4.919980925828125,7.667158255319148,9.10286651367095,11117.0,9.316230747233615
123,LP001432,1,1,2,0,0,2957,0.0,81.0,360.0,1.0,1,1,4.394449154672439,7.9919305198524775,0.0,2957.0,7.9919305198524775
124,LP001439,1,1,0,1,0,4300,2014.0,194.0,360.0,1.0,0,1,5.267858159063328,8.366370301681654,7.608374474380783,6314.0,8.750524669117937
125,LP001443,0,0,0,0,0,3692,0.0,93.0,360.0,1.0,0,1,4.532599493153256,8.213923595622743,0.0,3692.0,8.213923595622743
126,LP001448,1,1,3,0,0,23803,0.0,370.0,360.0,1.0,0,1,5.91350300563827,10.077566902136047,0.0,23803.0,10.077566902136047
127,LP001449,1,0,0,0,0,3865,1640.0,128.0,360.0,1.0,0,1,4.852030263919617,8.259716961021523,7.403061091090091,5505.0,8.61341204915678
128,LP001451,1,1,1,0,1,10513,3850.0,160.0,180.0,0.0,2,0,5.075173815233827,9.26036786557583,8.25608813381491,14363.0,9.572410734431823
129,LP001465,1,1,0,0,0,6080,2569.0,182.0,360.0,1.0,0,0,5.204006687076795,8.712759974960212,7.851661177889265,8649.0,9.065198986306513
130,LP001469,1,0,0,0,1,20166,0.0,650.0,480.0,1.0,2,1,6.476972362889683,9.91175329695316,0.0,20166.0,9.91175329695316
131,LP001473,1,0,0,0,0,2014,1929.0,74.0,360.0,1.0,2,1,4.30406509320417,7.607878073278507,7.5652752818989315,3943.0,8.279697133877628
132,LP001478,1,0,0,0,0,2718,0.0,70.0,360.0,1.0,1,1,4.248495242049359,7.907651594711089,0.0,2718.0,7.907651594711089
133,LP001482,1,1,0,0,1,3459,0.0,25.0,120.0,1.0,1,1,3.2188758248682006,8.148734808937169,0.0,3459.0,8.148734808937169
134,LP001487,1,0,0,0,0,4895,0.0,102.0,360.0,1.0,1,1,4.624972813284271,8.49596955496461,0.0,4895.0,8.49596955496461
135,LP001488,1,1,3,0,0,4000,7750.0,290.0,360.0,1.0,1,0,5.66988092298052,8.294049640102028,8.955577146281511,11750.0,9.371608519572305
136,LP001489,0,1,0,0,0,4583,0.0,84.0,360.0,1.0,0,0,4.430816798843313,8.430109084509125,0.0,4583.0,8.430109084509125
137,LP001491,1,1,2,0,1,3316,3500.0,88.0,360.0,1.0,2,1,4.477336814478207,8.106514516255185,8.160803920954665,6816.0,8.827028068509152
138,LP001492,1,0,0,0,0,14999,0.0,242.0,360.0,0.0,1,0,5.488937726156687,9.61573881119536,0.0,14999.0,9.61573881119536
139,LP001493,1,1,2,1,0,4200,1430.0,129.0,360.0,1.0,0,0,4.859812404361672,8.34283980427146,7.266128779556451,5630.0,8.635864721133736
140,LP001497,1,1,2,0,0,5042,2083.0,185.0,360.0,1.0,0,0,5.220355825078324,8.525558107747866,7.642044402873258,7125.0,8.871365005136852
141,LP001498,1,0,0,0,0,5417,0.0,168.0,360.0,1.0,2,1,5.123963979403259,8.597297435657898,0.0,5417.0,8.597297435657898
142,LP001504,1,0,0,0,1,6950,0.0,175.0,180.0,1.0,1,1,5.1647859739235145,8.846496938558838,0.0,6950.0,8.846496938558838
143,LP001507,1,1,0,0,0,2698,2034.0,122.0,360.0,1.0,1,1,4.804021044733257,7.900266036767701,7.618251097876695,4732.0,8.462103225098277
144,LP001508,1,1,2,0,0,11757,0.0,187.0,180.0,1.0,2,1,5.231108616854587,9.372204086867741,0.0,11757.0,9.372204086867741
145,LP001514,0,1,0,0,0,2330,4486.0,100.0,360.0,1.0,1,1,4.605170185988092,7.753623546559746,8.408939605975984,6816.0,8.827028068509152
146,LP001516,0,1,2,0,0,14866,0.0,70.0,360.0,1.0,2,1,4.248495242049359,9.60683200528524,0.0,14866.0,9.60683200528524
147,LP001518,1,1,1,0,0,1538,1425.0,30.0,360.0,1.0,2,1,3.4011973816621555,7.338238150065589,7.262628600974241,2963.0,7.993957547573565
148,LP001519,0,0,0,0,0,10000,1666.0,225.0,360.0,1.0,0,0,5.41610040220442,9.210340371976184,7.418780882750794,11666.0,9.364433907313582
149,LP001520,1,1,0,0,0,4860,830.0,125.0,360.0,1.0,1,1,4.8283137373023015,8.48879371689454,6.7226297948554485,5690.0,8.646465527120377
150,LP001528,1,0,0,0,0,6277,0.0,118.0,360.0,0.0,0,0,4.770684624465665,8.744647438317532,0.0,6277.0,8.744647438317532
151,LP001529,1,1,0,0,1,2577,3750.0,152.0,360.0,1.0,0,1,5.0238805208462765,7.854381210652365,8.229777750081887,6327.0,8.752581469146884
152,LP001531,1,0,0,0,0,9166,0.0,244.0,360.0,1.0,2,0,5.497168225293202,9.123256265069069,0.0,9166.0,9.123256265069069
153,LP001532,1,1,2,1,0,2281,0.0,113.0,360.0,1.0,0,0,4.727387818712341,7.732369222284388,0.0,2281.0,7.732369222284388
154,LP001535,1,0,0,0,0,3254,0.0,50.0,360.0,1.0,2,1,3.912023005428146,8.087640287778983,0.0,3254.0,8.087640287778983
155,LP001536,1,1,3,0,0,39999,0.0,600.0,180.0,0.0,1,1,6.396929655216146,10.596609732783568,0.0,39999.0,10.596609732783568
156,LP001541,1,1,1,0,0,6000,0.0,160.0,360.0,1.0,0,1,5.075173815233827,8.699514748210191,0.0,6000.0,8.699514748210191
157,LP001543,1,1,1,0,0,9538,0.0,187.0,360.0,1.0,2,1,5.231108616854587,9.16303909885817,0.0,9538.0,9.16303909885817
158,LP001546,1,0,0,0,0,2980,2083.0,120.0,360.0,1.0,0,1,4.787491742782046,7.9996785794994505,7.642044402873258,5063.0,8.529714471969909
159,LP001552,1,1,0,0,0,4583,5625.0,255.0,360.0,1.0,1,1,5.541263545158426,8.430109084509125,8.635153989049803,10208.0,9.23092700558457
160,LP001560,1,1,0,1,0,1863,1041.0,98.0,360.0,1.0,1,1,4.584967478670572,7.529943370601589,6.948897222313312,2904.0,7.973844375944687
161,LP001562,1,1,0,0,0,7933,0.0,275.0,360.0,1.0,2,0,5.616771097666572,8.978786553302003,0.0,7933.0,8.978786553302003
162,LP001565,1,1,1,0,0,3089,1280.0,121.0,360.0,0.0,1,0,4.795790545596741,8.035602692918582,7.155396301896734,4369.0,8.382289428951436
163,LP001570,1,1,2,0,0,4167,1447.0,158.0,360.0,1.0,0,1,5.062595033026967,8.334951631422454,7.277938572945661,5614.0,8.633018756921828
164,LP001572,1,1,0,0,0,9323,0.0,75.0,180.0,1.0,2,1,4.31748811353631,9.140239744296693,0.0,9323.0,9.140239744296693
165,LP001574,1,1,0,0,0,3707,3166.0,182.0,360.0,1.0,0,1,5.204006687076795,8.217978203150732,8.06054004653864,6873.0,8.835355971121606
166,LP001577,0,1,0,0,0,4583,0.0,112.0,360.0,1.0,0,0,4.718498871295094,8.430109084509125,0.0,4583.0,8.430109084509125
167,LP001578,1,1,0,0,0,2439,3333.0,129.0,360.0,1.0,0,1,4.859812404361672,7.79934339821592,8.111928063310739,5772.0,8.660773919893762
168,LP001579,1,0,0,0,0,2237,0.0,63.0,480.0,0.0,1,0,4.143134726391533,7.71289096149013,0.0,2237.0,7.71289096149013
169,LP001580,1,1,2,0,0,8000,0.0,200.0,360.0,1.0,1,1,5.298317366548036,8.987196820661973,0.0,8000.0,8.987196820661973
170,LP001581,1,1,0,1,0,1820,1769.0,95.0,360.0,1.0,0,1,4.553876891600541,7.506591780070841,7.478734825567875,3589.0,8.185628891147607
171,LP001585,1,1,3,0,0,51763,0.0,700.0,300.0,1.0,2,1,6.551080335043404,10.854430887309706,0.0,51763.0,10.854430887309706
172,LP001586,1,1,3,1,0,3522,0.0,81.0,180.0,1.0,0,0,4.394449154672439,8.166784289056151,0.0,3522.0,8.166784289056151
173,LP001594,1,1,0,0,0,5708,5625.0,187.0,360.0,1.0,1,1,5.231108616854587,8.649623978596727,8.635153989049803,11333.0,9.335474102732949
174,LP001603,1,1,0,1,1,4344,736.0,87.0,360.0,1.0,1,0,4.465908118654584,8.37655086161377,6.602587892189336,5080.0,8.533066540572527
175,LP001606,1,1,0,0,0,3497,1964.0,116.0,360.0,1.0,0,1,4.7535901911063645,8.159660737063376,7.583247524303362,5461.0,8.605387202152153
176,LP001608,1,1,2,0,0,2045,1619.0,101.0,360.0,1.0,0,1,4.61512051684126,7.623153068476902,7.3901814282264295,3664.0,8.20631072579402
177,LP001610,1,1,3,0,0,5516,11300.0,495.0,360.0,0.0,1,0,6.20455776256869,8.615408238913192,9.332646496360152,16816.0,9.730086093116732
178,LP001616,1,1,1,0,0,3750,0.0,116.0,360.0,1.0,1,1,4.7535901911063645,8.229511118964457,0.0,3750.0,8.229511118964457
179,LP001630,1,0,0,1,0,2333,1451.0,102.0,480.0,0.0,2,0,4.624972813284271,7.75491027202143,7.280697195384741,3784.0,8.238536930171769
